Name	Region	City Count	Area	Population	Density	Density_Log2	Pop Bas Resid Reg	Hou Bas Resid Reg	Pop in	Pop out	Pop 0-4	Pop 5-14	Pop 15-19	Pop 20-29	Pop 30-44	Pop 45-49	Pop 50-54	Pop 55-59	Pop 60-64	Pop 65-	Municipal workers	New const hous stoc	Priv establishments	Employees priva busi	Total Retail Store	Ann Sales Store	Ann Sales Ret Store	Ann Ship ind prod	Agriculture output	Taxable income	Local tax rev	Exp Total	Ownership car	Educational facility	Books Station Retail	Libraries	Nursery	Community center	Hospital	Nat man Comp Index	Population index	Nat man Per capita	Day/Night pop ratio	Bas Resid Reg growth	Population density	Cens househ (to single)	Ind_1_agriculture	Ind_2_mine_cons_manu	Ind_3_busi_pub_serv	Ret shop ann grow	Income gap	Incr local tax rev	Exp Parliament	Exp General	Exp Livelihood	Exp Health	Exp Labor	Exp Agriculture	Exp Busi_Indust	Exp Construction	Exp Fire	Exp Education	Exp Disaster Recovering	Exp Bonds
Sapporo	0	56	224.4578571	51075.375	227.5499537	7.830039483	28,1820	13,1124	285,1886	698,1874	38,1802	13,1572	10,1898	12,1868	106,1834	10,1898	121,1815	276,1891	43,1847	76,1869	5,1883	21.5,1828	15,1866	51,1882	15,1831	91,1876	118,1796	6,1512	4.5,1884	50,1465	2,1895	265,1894	232,1836	6,1854	36,1877	240,1867	28,1882	128,1556	209,1893	12,1823	29.5,1820	4,1718	115.5,1881	15.5,1863.5	14.5,1739	160.5,1873	70,1885	6,1641.5	35.5,1885.5	30,1808	49.5,1463.5	17,1872	23.5,1878	12,1892	227,1895	14,1890	289,1860	85.5,1889	408,1894	187,1885	71,1892	5,1889	472.5,1565	441,1866
Kofu	3	23	171.0952174	36028.34783	210.5748388	7.718189252	42,1737	58,1778	145,1745	203,1748.5	19,1810	20,1854	11,1888	250.5,1887	51,1820	19,1872	286,1870	8,1594	44,1715	21,1889	124,1739	133,1815	478,1815	331,1865	187,1784	25,1857	148,1798	6,1893	232,1561	692,1743	561,1894	263,1841	1065,1886	177,1782	36,1654	240,1813	591,1849	128,1885	209,1776	105,1765	41,1737	169.5,1879	92,1849	42,1644	9.5,1536	114,1824	227.5,1656.5	312,1890.5	163.5,1808.5	103.5,1747	692,1746.5	9,1868	350,1864	537,1874	83,1876	168,1842	289,1845	400,1818	77,1893	480,1809	287,1877	122,1879	472.5,1681	216,1826
Tachikawa	7	16	51.0725	63696.4375	1247.176807	10.28445029	18,1713	183,876	419,1828	81,1807	9,1750	16,1671	33,1583	93,1867	7,1786	16,1886	74,1516	44,1857	112,1894	182,1882	111,1175	21.5,1844	150,1837	394,1795	104,1878	24,1806	21,1757	67,1836	69,859	510,1874	320,1763	167,1880	63,1439	8,1852	36,1211	240,1887	28,1455	128,1894	209,1694	74.5,1721	17,1713	215,1891	162,1797	5,1851.5	43,1837	72.5,1813.5	70,907	110,1542	726,1846.5	654.5,1779	509.5,1878	13,1886	366,1869	106,1863	884,1840	100,1778	289,1889	80,1789	69,1898	92,1886	393,1879	260,1814	472.5,1858	19,1867
Iga	9	5	175.922	37285.8	211.9450666	7.727546575	66,1493	798,1304	112,785	460,1226	8,1030	15,999	181,1696	85,1523	25,1052	146,1333	639,1791	790,1843	1064,1878	463,1871	414,1574	70,1499	241,1844	41,1668	226,1597	4,1414	5,1450	145,1769	430,1712	105,1455	25,1449	87,1746	990,1830	248,1745	36,1764	240,688	28,1502	1139,1833	209,656	61.5,1601	63.5,1493	333,1694	87,1560	23,1263.5	222,1271	289,1090.5	491,1601	465,1726	245.5,1150.5	8,1342.5	104,1455	145,1656	439,1811	245,1732	319,1667	1100,1803	289,1599	528,1576	67,1567	51,1445	376,1843	74,1763	1140,1700	364,1856
Nagoya N	8	44	30.03022727	95242.75	3171.562744	11.63097817	201,1834	8,1873	519,1893	150,1889	475,1886	30,1863	36,1827	774,1893	988,1884	108,1843	12,1223	11,1791	58,1809	7,909	485,1861	1003,1891	62,1892	117,1896	3,1897	362,1894	104,1814	16,1897	79,1618	1457,1840	865,1896	3,1816	223,1894	2,1875	126,1880	240,1851	142,1636	128,1587	209,1713	291,1822	199.5,1834	96,1877	50,1890	986,1887	844,1826	50.5,1887.5	70,1263	77.5,1835	346,1870	12,1788	1457.5,1844	76,1854.5	37.5,1810	128.5,1861	57,1814	31,1776	289,1843	98,1730	192,1718.5	18,1697	93,1890	2,1890	472.5,1458.5	3,1137.5
Tajimi	8	12	99.96833333	35941.66667	359.530518	8.489970426	101,1558	1245,1768	61,1486	265,1817	114,1717	252,1715	781,1829	279,1789	131,1486	165,1771	419,1567	142,1358	487,1716	247,1744	559,1854	21.5,1876	225,1744	505,1743	193,1444	107,1495	115,1691	643,1812	214,1332	319,1689	219,1564	133,1619	1109,1883	646,1598	133,1629	240,1685	89,1786	728,1537	209,1389	57,1499	101,1558	312.5,1583.5	234.5,1685.5	65.5,1644	254.5,1460	100,1514	227.5,1263	1344,1878.5	48.5,1256.5	664.5,1739	319,1693	187.5,1871	335,1671	219,1796	59,1147	367,1824	289,1613	231,1685	91,1277	38,1595	119,1627	159,1672	472.5,1640	210,1418
Uwajima	5	4	262.3575	32708	124.6695825	6.961965702	205,1454	519,559	159,769	483,806	218,590	444,761	198,668	54,256	164,638	113,915	762,1682	1441,1849	1583,1776	1377,1745	215,720	120,809	874,1625	137,974	1553,1630	123,1708	153,1195	165,460	997,1232	67,426	39,533	1096,1462	350,501	1074,1780	949,1750	240,956	1424,1835	1433,1853	209,1714	389.5,1504	205,1454	1041.5,1823.5	415.5,1435.5	160,531	337,815	1018.5,1299.5	1430,1573	153,774	657,1150.5	424.5,1316	67,426.5	291,1081	477,1535	1079,1503	1338,1512	704,1645	289,1512	1254,1551	725,1599	93,926	892,1172	454,1329	472.5,1467	1086,1717
Utsunomiya	2	19	277.1778947	69144.05263	249.4573122	7.962649149	556,1885	696,1826	129,1423	69,1624	244,1816	303,1829	618,1754	814,1828	294,1681	571,1823	630,1818	472,1837	86,1634	75,1438	675,1757	449,1747	316,1565	412,1879	299,1353	93,1821	113,1728	549,1882	592,1710	593,1645	654,1875	129,1332	1643,1888	217,1459	95,1415	240,1701	411,1573	397,1207	209,1270	425.5,1886	556.5,1885	261.5,1652	168.5,1868	351,1765.5	428,1447	94,1519.5	491,1505	687.5,1792.5	163.5,1442.5	84,1804	591.5,1650	151.5,1892	209,1363	179,1624	67,758	44,1597	289,1842	493,1502	407,1802	46,1545	150,1412	110,1798	472.5,1568	119,1022
Narita	7	8	89.6925	42177.375	470.2441676	8.87726624	312,1587	561,1602	178,1777	61,1660	203,1774	227,1011	424,1480	556,1883	480,1625	46,1724	83,1885	421,1899	332,1883	73,1326	917,1779	465,1707	49,1460	74,1867	38,1414	259,1643	189,1745	626,1784	618,1794	971,1644	767,1851	11,1347	961,1884	146,1399.5	36,1091.5	240,1501	58,1492	128,1235	209,1684	219.5,1561	308.5,1587	84,1384.5	2,1865	306,1839.5	814,1431	138.5,1679	491,1746	202.5,863	346,1737.5	154,1680	973.5,1648	254,1881	489,1592	104,1737	3,826	87,1382	289,896	399,1248	25,1181	39,1429	786,1562	23,1450	472.5,1121	68,1035
Asahikawa	0	31	414.2045161	19508.41935	47.0985192	5.557609796	21,1852	48,1138	52,1843	417,1893	79,1682	48,1882	60,1899	68,1625	70,1562	38,1873	194,1898	347,1850	194,1762	421,1786	305,1893	21.5,1307	124,1740	169,1745	41,1775	117,1739	97,1711	89,1177	533,1871	89,1125	98,1871	880,1881	325,1868	228,1886	214,1874	240,1889	28,1838	128,1860	209,1892	35,1834	21,1852	305.5,1870	305.5,1793.5	4,1715	2,1174	72.5,1856.5	491,1889	24,1038.5	23,1737.5	11,1805	87.5,1124.5	93,1891	198,1870	48,1877	469,1846	411,1893	289,1775	449,1876	569,1880	640,1893	540,1895	79,1898	472.5,1604	891,1888
Yonago	5	9	134.22	27166.66667	202.4040133	7.661094086	128,1658	662,1822	37,1708	112,1712	30,1629	63,1547	96,1496	128,1224	10,1294	80,1308	579,1760	445,1517	266,1775	683,1877	701,1769	73,1816	68,1702	71,1846	208,1851	98,1818	188,1809	68,1239	517,1703	127,1083	191,1874	490,1783	573,1397	344,1748	542,1852	240,1872	701,1752	1127,1755	209,1852	98.5,1691	133.5,1658.5	804,1788	194,1727.5	65.5,1502	134.5,1458	148,1403	696,1818	256.5,1038.5	202,1593	208.5,1585.5	126,1084	72,1697	278,1779	354,1786	958,1603	540,1833	289,1667	436,1857	208,1626	106,704	257,1318	7,1866	472.5,1705	742,1785
Yonezawa	1	8	311.94	28702	92.01128422	6.523738898	403,1452	1312,1878	24,640	14,718	488,1146	437,1231	432,1489	360,1167	159,1040	786,1387	883,1843	761,1756	98,525	959,1595	1011,1651	359,1177	656,1647	287,1767	732,1513	246,1534	234,1628	1000,1797	893,1653	369,940	178,1196	503,1412	842,1508	770,1597	96,1686	240,1720	61,1611	926,1889	209,1503	415,1525	402,1452.5	922.5,1882	452.5,1745	306,913.5	87,869	31.5,1611.5	696,1430	1415,1882.5	87,859.5	124,1353.5	368,940.5	7,1790	536,1533	471,1415	181,1111	478,1698	1607,1836	491,1575	959,1629	498,1423	135,1514	94,1638	472.5,1496	656,1645
Sasebo	6	8	158.57875	50866.25	320.7633431	8.32536547	112,1814	304,1726	493,1620	992,1545	43,1832	88,1783	504,1831	4,1042	9,1149	339,1819	977,1860	1054,1847	575,1400	430,1854	39,1375	57,917	620,1736	110,1131	1044,1838	252,1594	247,1694	6,1494	355,1579	23,755	3,802	504,1720	14,900	461,1819	376,1771	240,1882	1010,1793	128,1461	209,1819	185,1778	113.5,1814	308.5,1727	539,1446	58,1644	632.5,1265	142.5,1533	696,1857	13,1761	398.5,1704	108,1321.5	23,754.5	218.5,1883	340,1798	247,1678	286,1771	21,1745	289,1216	753,1843	158,1533	435,1443	633,1540	318,1669	472.5,1726	575,1734
Saga	6	12	119.7325	43514	363.4268056	8.505521023	363,1789	1005,1868	117,1736	537,1723	650,1751	802,1791	703,1797	428,1796	309,1195	334,1726	909,1485	336,1871	99,1182	285,1365	241,1697	125,1829	271,1510	221,1612	602,1591	168,1717	156,1557	131,1777	766,1781	64,1061	69,1157	444,1139	561,1413	107,1489	453,1557	240,1680	390,1749	741,1277	974,1874	311.5,1792	364.5,1789	555.5,1374.5	292,1789	399,1556.5	719,1291	75.5,1546.5	696,1818	312,1275.5	27,1704	129.5,1505	64.5,1059	2,1840.5	351,1441	448,1553	342,1423	139,1217	289,1678	685,1716	273,1235	57,1471	589,1525	152,1502	472.5,1493	699,1312
Gifu	3	24	169.3079167	56580.70833	334.1882025	8.384516994	263,1867	883,1890	65,1716	79,1672	341,1863	432,1855	353,1744	497,1722	521,1790	130,1419	40,1447	115,1599	278,1774	63,1413	805,1661	571,1831	312,1738	603,1837	99,1508	37,1846	33,1769	612,1772	332,1400	820,1582	675,1656	70,1439	1391,1892	15,1791	140,1476	240,1741	333,1685	128,1616	209,1839	244.5,1864	260.5,1867	387,1655.5	223,1660.5	399,1814	247,1658	28.5,1324	227.5,978.5	863,1887.5	202,1544.5	172.5,1803	821,1587.5	30.5,1715.5	255,1340	5,1567	43,913	84,1654	289,1785	195,1503	59,1564	33,1606	195,1663	125,1843	472.5,1817	29,1605
Okinawa	6	41	55.47341463	34092.97561	614.5822433	9.263462275	6,1838	20,1533	799,1895	846,1897	233,1894	166,1898	3,1894	7,1877	29,1698	155,1899	609,1897	158,1890	3,953	8,1799	2,1890	21.5,1885	93,1885	4,1799	293,1875	8,1813	16,1681	6,1691	31,1843	2,1892	7,1289	92,1896	8,1871	810,1891	36,1894	240,1898	28,1861	128,1824	209,1758	3.5,1831	5,1838	215,1894	168.5,1839	2,1892	81.5,1804	148,1866	70,1876.5	2.5,1641.5	48.5,1892	50.5,1816	2,1896	3,1888	283,1897	32,1893	366,1883	1,1899	289,1745	54,1899	4,1882	4,1892	17,1886	172,1888	472.5,1884	46,1894
Hanwa/Nankai Lines	9	24	33.7825	86574.83333	2562.71245	11.32345589	298,1753	175,1241	299,1731	397,1682	212,1858	210,1852	244,1848	721,1528	559,1833	61,1766	5,986	32,1807	240,1897	105,1239	25,486	235,1699	6,1646	17,1843	23,1388	52,1777	4,1763	300,1847	43,784	764,1691	574,1892	7,1558	135,1563	35,1462	36,1818	240,1467	66,892	128,874	209,1614	118,1719	296,1753	5,1126.5	31,1836	458.5,1765.5	785,1835	44.5,1509.5	70,907	256.5,1344	1202.5,1704	13,1806	764.5,1694.5	60,1800	142,1688	90,1544	69,1564	208,1761	289,1402	48,644	16,715	72,1368	57,1698	18,1298	472.5,1296	51,1544
Hankyu Hanshin sen	9	4	69.0125	337733.5	4893.801847	12.25673997	1744,1880	244,642	1267,1557	1012,1432	1372,1742	704,1622	329,783	911,1517	1671,1811	763,1605	72,324	108,323	447,1181	175,590	107,396	1047,1560	32,632	97,1299	138,683	406,1436	530,1113	284,1547	96,220	1359,1826	1420,1585	177,959	68,140	282,588	520,1129	499,781	127,751	266,572	530,880	1647.5,1865	1743.5,1880	18,328.5	99,960	1556.5,1684	1577,1825	833.5,1645	70,227.5	383.5,1206	1351,1737.5	1054.5,1465	1359,1830	1008.5,1590	176,331	99,1034	649,1703	230,725	1119,1578	59,147	170,700	534,1133	77,189	60,793	472.5,472.5	351,1027
Hankyu-Kyoto Line	9	5	49.918	217018.4	4347.497897	12.08596961	922,1853	414,786	965,1682	922,1675	1442,1736	1055,1540	343,993	1349,1671	1455,1788	201,1495	70,448	166,950	735,1606	139,598	158,1018	1300,1881	22,1054	142,1811	78,259	166,1828	159,1173	656,1588	11,160	1461,1825	1216,1798	122,665	86,204	260,606	620,977	742,1205	235,837	128,1021	562,864	794.5,1835	921,1853	88,684	57,1807	1055.5,1600	1528,1829	710.5,1649.5	70,227.5	312,1275.5	1307,1808.5	443,1738	1460,1829	566,1656	203,1017	61,690	414,1175	171,1349	289,1339	55,321	39,638	346,1383	53,588	192,694	472.5,1167	108,628
Hankyu Takarazuka Line	9	7	54.74714286	120860.8571	2207.619445	11.10827578	557,1861	329,1405	396,1653	630,1611	49,1670	356,1795	354,1873	887,1723	399,1701	567,1732	77,1563	170,1888	831,1896	135,929	58,1165	124,1726	1,351	1,1099	1,492	49,1696	35,1482	76,1503	12,838	1038,1842	761,1569	76,548	80,1645	16,687	414,1331	240,1311	69,648	278,890	209,1102	291,1843	556.5,1861	36,377.5	1,842.5	135,1782.5	684.5,1845	6,1667	70,1101.5	312,687.5	1092.5,1787.5	191,1054.5	1036.5,1846	342,1697	184,1474	6,1350	8,1321	306,1384	785,1356	46,905	50,1109	98,1218	105,942	73,1091	472.5,472.5	94,528
Machida/Sagamihara	7	3	139.35	412317	2958.858988	11.53082523	1599,1897	475,553	1329,1672	780,1566	1351,1408	1063,1302	510,1001	1508,1729	1715,1785	1324,1612	256,331	162,397	759,900	153,410	208,818	1365,1628	102,310	253,820	40,203	1117,1400	757,1606	292,1277	167,248	1715,1824	1270,1482	44,219	163,239	166,754	145,484	578,751	172,517	258,484	458,773	1433,1889	1598.5,1897	75,259	153,554.5	1644,1715	1566,1778	1412,1590.5	227.5,227.5	465,1038.5	1442.5,1704	558.5,1381	1719,1828	769.5,1391.5	134,277	76,581	543,1039	127,903	1379,1462	107,239	68,1176	232,634	256,352	13,899	472.5,1256	53,234
Keio Line	7	4	22.48	171368.75	7623.165036	12.89617439	1425,1795	118,589	1617,1829	1557,1795	1200,1765	455,1691	156,884	1560,1861	1691,1859	798,1761	100,296	38,565	135,1594	60,272	279,709	1138,1619	41,222	231,1348	18,242	332,1565	409,1599	207,1455	66,373	1798,1869	1523,1708	412,507	54,109	194,512	154,575	1295,1441	342,651	308,586	594,967	1275,1782.5	1425,1795	164.5,589.5	63.5,975	1600,1870.5	1703,1836	1519.5,1825	70,373.5	153,536	1629.5,1826.5	1101,1713	1802.5,1873	359.5,1724.5	229,628	205,616	1010,1551	362,783	1047,1738	70,148	88,188	73,1286	142,531	972,1558	472.5,1115	49,145
Keihan Line	9	8	25.21875	156916.25	6222.2057	12.60321037	1255,1865	257,1002	1066,1463	929,1488	1000,1719	1005,1816	431,1668	936,1469	1491,1792	271,1132	7,531	140,1314	1357,1836	225,711	147,563	854,1259	38,1306	77,1699	119,821	463,1591	338,1550	529,1618	70,463	999,1636	970,1504	61,598	78,279	103,962	357,1373	240,1213	387,714	128,677	474,958	1064.5,1837	1254.5,1865	43,267	96,1774	986,1644	1628,1852	317,1635	70,373.5	774,1484.5	1150.5,1489	401.5,1711.5	998,1642.5	401.5,1898	159,699	38,1221	280,1760	16,537	671,1472	53,278	20,139	86,1189	44,791	75,517	472.5,968	147,744
Kyoto/Otsu	4	36	126.8716667	87072	686.2998043	9.422695133	402,1843	51,1701	296,1873	247,1862	90,1896	26,1871	46,1895	536,1891	306,1878	75,1632	18,1157	20,1333	128,1886	15,1589	211,1812	331,1889	97,1886	114,1887	103,1889	159,1879	44,1812	90,1898	251,1402	515,1841	652,1853	109,1511	35,1818	43,1691	78,1860	240,1736	97,1466	128,1644	209,1700	316.5,1816	402,1843	46.5,1833.5	63.5,1878	458.5,1839.5	384,1870	14.5,1870	70,1430	110,1887.5	87,1846.5	77.5,1711.5	514.5,1845	5,1780.5	151,1444	72,1526	180,1752	63,1600	289,1802	177,1607	197,1819	149,1667	78,1625	169,1818	472.5,1582	65,1632
Keihin-Toohoku Line	7	5	21.166	211513.6	9993.083247	13.28671416	1284,1884	56,528	1508,1807	1288,1768	518,1834	70,1730	63,542	1232,1811	1686,1892	722,1837	33,535	16,333	54,1034	12,816	780,1219	1600,1862	595,1100	284,1771	211,632	787,1720	366,1361	731,1329	37,141	1580,1783	292,1799	128,823	6,166	279,1021	309,1367	632,1485	91,577	128,785	590,927	1131,1860	1284,1884	160.5,796	38,1107	1502,1814	1752,1885	1232,1841	70,227.5	256.5,1275.5	1307,1764.5	310.5,1649	1584,1787	1008.5,1800	157,567	73,770	466,1804	199,448	916,1825	6.5,312	144,963	454,1526	20,524	84,1645	472.5,472.5	8,385
Hakodate	0	18	364.7783333	26795.66667	73.4573965	6.198835859	137,1827	105,945	146,1863	916,1877	23,1477	78,1693	92,1639	22,777	199,1492	156,1524	863,1822	959,1882	402,1852	531,1781	138,1751	21.5,1318	139,1758	188,1441	145,1798	191,1681	237,1639	157,1233	307,1808	232,1088	37,1296	366,1800	296,1057	164,1802	116,1855	240,1849	28,1827	128,1436	209,1870	98.5,1784	133.5,1826.5	126,1762	305.5,1753	29,1263.5	66,1139	479,1712	596,1857	153,1835	27,1704	1,1552.5	232.5,1088.5	55,1697	219,1767	4,1771	185,1735	223,1832	289,1827	409,1838	299,1701	686,1846	1029,1826	161,1827	472.5,1810	684,1831
Wakayama	4	20	166.9825	43215.8	258.8043657	8.015718144	228,1859	190,1663	83,1276	67,1172	24,1773	142,1870	224,1822	89,1189	211,1758	116,1780	188,1379	249,1602	257,1665	31,1826	76,1554	191,1588	50,1817	98,1679	265,1857	38,1590	18,1718	204,1884	465,1740	87,1172	250,1465	268,1691	248,1190	369,1812	162,1760	240,1772	368,1795	259,1719	209,1792	244.5,1854	227.5,1859	218.5,1742	115.5,1810.5	91.5,1715	235,1535	268.5,1540	373.5,1857	256.5,1275.5	18.5,1667.5	35.5,1604.5	87.5,1170.5	323.5,1894	241,1678	137,1602	532,1736	216,1728	289,1045	315,1811	46,1405	28,1652	252,1861	43,1878	472.5,1808	120,1793
Shunan	5	8	154.37625	43985.875	284.9264378	8.154445683	156,1666	65,656	160,1445	130,1229	17,1642	4,1230	49,736	18,916	11,1335	12,385	139,778	579,1417	1530,1839	818,1891	157,1052	21.5,1569	391,1787	373,1671	628,1852	50,1736	26,1739	70,1842	324,973	215,1381	53,1736	403,1719	221,1324	491,1840	909,1830	240,1838	413,1857	1077,1851	209,1793	304,1779	158,1666.5	833.5,1817.5	424.5,1608	135,1556.5	603,1262	750.5,1723	491,1746	202.5,1542	594.5,1256.5	85,1602	216.5,1381.5	78.5,1551	361,1807	744,1801	368,1722	373,1805	289,1427	527,1795	117,1502	431,1357	144,1757	8,1306	472.5,1707	466,1641
Nara Area	9	35	58.86285714	42198.48571	716.8949617	9.485617943	25,1856	142,1838	28,1525	274,1621	3,1865	3,1885	42,1896	36,1842	18,1796	6,1814	112,1741	133,1894	329,1890	57,1888	13,1712	21.5,1805	5,1840	7,1641	10,1874	9,1693	3,1686	61,1805	137,1775	221,1820	87,1338	107,1842	218,1863	1,1853	36,1820	240,1890	28,1765	128,1888	209,1811	19,1828	25.5,1856	36,1881	5,1608	6,1863.5	42,1687	14.5,1590.5	70,1656.5	383.5,1591.5	346,1737.5	10,1809	224,1824	26,1780.5	225,1885	33,1851	26,1810	76,1852	289,1854	106,1767	1,1885	24,1700	62,1853	26,1842	472.5,1899	347,1852
Soya	0	15	461.1066667	6167.533333	13.37550241	3.741521178	44,1078	155,894	453,1689	815,1845	276,1778	80,1427	67,1558	47,997	323,1286	222,1868	968,1858	824,1892	155,1737	606,1728	1242,1889	48,1372	585,1803	340,1753	703,1845	60,1767	86,1784	28,1679	4.5,1875	356,1802	197,1601	1469,1863	266,1694	848,1869	906,1870	240,1857	28,1885	128,1855	209,1890	15.5,964	41,1078	106,1849	1054.5,1602.5	35.5,1317.5	6.5,363.5	1299.5,1738	907,1837	77.5,1038.5	35.5,1397.5	26.5,1746	357,1806	51.5,1896	1070,1866	1135,1856	911,1897	1401,1880	289,1871	1404,1872	1409,1856	1426,1889	1047,1876	1346,1850	472.5,1867	1402,1891
Okayama/Kurashiki	5	15	221.3988889	88128.94444	398.0550439	8.636824133	136,1881	334,1704	97,1434	134,1593	240,1809	206,1632	152,1801	449,1616.5	157,1517.5	68,965.5	167,1172	190.5,1218.5	629,1851	441.5,1716	338,1899	348,1899	155,1899	256,1817	295,1609	204,1891	162,1636.5	496,1899	230,1895	425,1899	431,1803	344,1762	297,1899	113,1899	143,1899	240,1897	654,1899	706,1898	209,1899	481.5,1890	133.5,1881	493.5,1887	296,1709	160,1556.5	323,1605	202,1742.5	491,1705	609.5,1687	87,1593	69,1636.5	426.5,1682	88,1851	181.5,1786	45.5,1741	287,1234	137,1853	289,1714	566,1834	154,1229	168,1637	136,1596	215.5,1688	472.5,1650	316,1804
Okaya/Suwa	3	7	126.3457143	32536.57143	257.5201827	8.008541695	368,1245	799,1490	664,1578	287,1571	857,1636	544,1519	303,1643	486,1058	847,1483	179,1453	73,1520	205,939	754,1648	710,1430	1397,1824	717,1686	1005,1765	409,1796	365,1251	754,1762	254,1696	823,1765	196,1731	1032,1660	835,1517	510,1073	1576,1816	496,1624	344,1048	845,1760	431,1447	553,1846	209,1637	585.5,1254.5	364.5,1244.5	869.5,1835	194,1778	605.5,1856.5	609,1268	379,1558	373.5,1803	945,1878.5	35.5,913.5	217,1430.5	1032,1664.5	218.5,1785.5	433,1435	725,1234	336,831	38,1153	289,1807	376,1185	1066,1782	230,1323	70,1483	203,1263	472.5,1601	505,832
Nobeoka	6	10	328.634	26630.7	81.03452473	6.340464794	73,1618	476,1437	666,1647	818,1796	88,1591	223,1763	98,1856	32,778	26,996	117,1788	1099,1819	786,1760	202,1359	741,1847	227,1580	223,1313	362,1523	36,1423	607,1673	148,1299	88,1474	338,1290	645,1818	25,545	48,1156	518,1865	367,1021	192,1727	150,1559	240,1875	28,1879	128,1536	1254,1891	61.5,1614	71,1618	393,1752	539,1694.5	91.5,1441	33,826	598.5,1309	841.5,1844.5	383.5,1591.5	66.5,1092.5	137.5,1683	25.5,543.5	68,1790	426,1818	493,1866	885,1888	289,1851	289,859	851,1884	293,1607	17,1814	50,1381	24,1807	1428,1898	422,1863
Tokorozawa	7	7	57.03	151467	2655.917938	11.37499486	1371,1846	333,980	882,1693	661,1446	528,1336	660,1353	443,1716	1218,1700	1198,1697	585,1719	149,1277	138,1488	433,1755	221,757	182,1109	1077,1657	26,588	84,1138	58,545	371,1219	261,1175	176,1809	217,468	1563,1771	1046,1484	24,387	93,792	90,1421	289,770	713,1629	274,773	128,957	479,1807	1353,1807	1371.5,1846	87,1000.5	101.5,699.5	1055.5,1797.5	1143,1818	675,1590.5	227.5,373.5	383.5,1206	1397.5,1737.5	340.5,1596	1568.5,1775.5	83.5,1186	171,601	107,1043	196,1702	103,454	995,1654	136,344	41,394	154,702	126,952	178,863	472.5,1119	102,265
Toobu Isesaki Line	7	4	27.2125	284880.75	10468.74598	13.35380102	1406,1893	90,752	1505,1779	1045,1569	997,1669	189,1411	117,685	1387,1718	1738,1845	245,1318	42,254	144,318	699,1475	148,674	629,1066	1543,1857	256,1676	414,1786	161,944	1249,1685	678,1146	482,1619	51,327	1434,1735	105,1639	91,1048	5,316	78,214	605,1195	497,1062	147,511	128,365	441,1157	1379.5,1885	1406,1893	73.5,688	187,1351	1684,1870.5	1692,1896	1030.5,1787.5	70,373.5	609.5,1761	796.5,1629.5	869.5,1652.5	1434.5,1739	732.5,1740	137,511	74,1056	169,1836	82,972	914,1272	6.5,144	142,1084	682,1173	1,1482	494,1383	472.5,472.5	61,583
Toobu Toojyoo Line	7	6	23.60166667	272132.1667	11530.20973	13.49313113	1350,1896	71,647	1626,1879	1427,1879	954,1811	237,1435	140,616	1443,1871	1783,1894	1050,1808	24,287	25,330	80,1174	13,365	23,1596	1415,1759	24,615	161,1111	6,317	755,1642	594,852	130,1061	50,316	1668,1867	313,1690	42,439	24,153	74,522	330,1039	714,1107	139,689	128,498	505,1122	1152,1882	1351,1896	69,362	103.5,547	1684,1847.5	1760,1888	1223.5,1822	70,227.5	202.5,774	1544.5,1808.5	531.5,1590	1672.5,1871	379.5,1503.5	135,446	150,696	210,1776	9,434	755,1473	56,140	32,357	167,742	2,388	67,1362	472.5,472.5	25,162
Tookyu sen	7	4	27.895	373728	13397.66983	13.70969448	1777,1895	22,84	1744,1876	1673,1870	625,1733	69,438	29,109	1847,1885	1814,1897	1493,1829	54,271	7,151	28,635	16,362	548,1675	1706,1810	195,1631	1291,1866	236,718	1490,1870	515,1688	255,1409	49,103	1835,1891	701,1757	303,977	10,27	33,748	813,1385	504,1161	185,493	128,262	587,682	1732,1893	1777,1895	223,1051.5	581.5,1861	1556.5,1887	1850,1895	1826,1864.5	70,70	55,536	1544.5,1870	524,1638	1838,1895	1442,1858	85,408	631,1097	1215,1575	244,1134	693,1594	6.5,63	438,1264	629,1428	4,327	437,1564	472.5,472.5	11,1262
Matsuyama	5	6	256.7266667	108948	424.3735231	8.729190838	491,1886	179,1030	386,1472	457,1477	89,1362	147,1283	125,1332	125,1525	73,1432	535,1372	877,1500	309,1496	187,1310	453,1864	236,978	189,1594	265,1568	541,1367	388,1805	511,1680	211,1398	321,1416	563,1398	95,1079	453,1126	142,1665	424,760	493,1817	614,1682	626,1677	175,1193	564,1852	692,1527	701,1874	492,1886	312.5,1840	338.5,1515.5	135,1502	142,1503	572,1690.5	596,1725	312,1128.5	398.5,1667.5	144,1027.5	96,1079	589.5,1759	161,1452	283,1661	105,1369	150,1706	289,1217	499,1771	203,1192	27,754	83,1680	16,1613	472.5,1507	340,1738
Matsumoto	3	18	239.3872222	28809.66667	120.3475541	6.911063011	24,1792	391,1876	9,1527	6,1821	74,1586	171,1784	202,1889	79,1266	217,1511	102,1827	11,1587	76,1770	248,1752	518,1813	1001,1856	85,1637	395,1871	38,1803	143,1839	14,1816	13,1758	218,1814	452,1674	183,1476	260,1852	555,1854	948,1808	11,1878	36,1884	240,1874	316,1886	1238,1891	209,1361	181,1832	25.5,1792	1078.5,1889	57,1775.5	42,1644	5,1072.5	24,1620	841.5,1725	77.5,1852	48.5,1704	52,1450.5	182,1479.5	145,1800	324,1831	483,1875	440,1623	83,1820	289,1851	688,1826	586,1897	162,1854	157,1828	266,1794	472.5,1766	695,1875
